0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,Max Input Torque (N m),60.491596
0,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,,
-0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
-0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.013930666,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0,,,,,,,,,,,,,,,,,,,,,,,,
0.013930666,0,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0,,,,,,,,,,,,,,,,,,,,,,,,
0.013930666,0,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.016252443,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.011608888,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
-0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
-0.002321778,0.125,,,,,,,,,,,,,,,,,,,,,,,,
0,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.25,,,,,,,,,,,,,,,,,,,,,,,,
0.004643556,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.002321778,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.375,,,,,,,,,,,,,,,,,,,,,,,,
0.009287111,0.5,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.5,,,,,,,,,,,,,,,,,,,,,,,,
0.006965333,0.5,,,,,,,,,,,,,,,,,,,,,,,,
